Timestamp,Attack Type,Target IP,Target Port,Status
2025-06-30 22:57:18,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:57:18,SYN Flood,127.0.0.1,53,Launched
2025-06-30 22:57:19,UDP Flood,127.0.0.1,53,Launched
2025-06-30 22:57:20,Slowloris,127.0.0.1,53,Launched
2025-06-30 22:57:21,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:57:21,SYN Flood,127.0.0.1,445,Launched
2025-06-30 22:57:22,UDP Flood,127.0.0.1,445,Launched
2025-06-30 22:57:23,Slowloris,127.0.0.1,445,Launched
2025-06-30 22:57:24,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:58:24,SQL Injection,127.0.0.1,-,Payload=' OR 1=1 --
2025-06-30 22:58:25,SQL Injection,127.0.0.1,-,Payload=admin' --
2025-06-30 22:58:26,SQL Injection,127.0.0.1,-,Payload=' OR 'a'='a
2025-06-30 22:58:27,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:58:27,SYN Flood,127.0.0.1,53,Launched
2025-06-30 22:58:28,UDP Flood,127.0.0.1,53,Launched
2025-06-30 22:58:29,Slowloris,127.0.0.1,53,Launched
2025-06-30 22:58:30,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:58:30,SYN Flood,127.0.0.1,445,Launched
2025-06-30 22:58:31,UDP Flood,127.0.0.1,445,Launched
2025-06-30 22:58:32,Slowloris,127.0.0.1,445,Launched
2025-06-30 22:58:33,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:59:33,SQL Injection,127.0.0.1,-,Payload=' OR 1=1 --
2025-06-30 22:59:35,SQL Injection,127.0.0.1,-,Payload=admin' --
2025-06-30 22:59:36,SQL Injection,127.0.0.1,-,Payload=' OR 'a'='a
2025-06-30 22:59:37,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:59:37,SYN Flood,127.0.0.1,53,Launched
2025-06-30 22:59:38,UDP Flood,127.0.0.1,53,Launched
2025-06-30 22:59:39,Slowloris,127.0.0.1,53,Launched
2025-06-30 22:59:40,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 22:59:40,SYN Flood,127.0.0.1,445,Launched
2025-06-30 22:59:41,UDP Flood,127.0.0.1,445,Launched
2025-06-30 22:59:42,Slowloris,127.0.0.1,445,Launched
2025-06-30 22:59:43,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 23:00:43,SQL Injection,127.0.0.1,-,Payload=' OR 1=1 --
2025-06-30 23:00:44,SQL Injection,127.0.0.1,-,Payload=admin' --
2025-06-30 23:00:45,SQL Injection,127.0.0.1,-,Payload=' OR 'a'='a
2025-06-30 23:00:46,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 23:00:46,SYN Flood,127.0.0.1,53,Launched
2025-06-30 23:00:47,UDP Flood,127.0.0.1,53,Launched
2025-06-30 23:00:48,Slowloris,127.0.0.1,53,Launched
2025-06-30 23:00:49,Fake Bot Traffic,127.0.0.1,-,Launched
2025-06-30 23:00:49,SYN Flood,127.0.0.1,445,Launched
2025-06-30 23:00:50,UDP Flood,127.0.0.1,445,Launched
2025-06-30 23:00:51,Slowloris,127.0.0.1,445,Launched
2025-06-30 23:00:52,Fake Bot Traffic,127.0.0.1,-,Launched
2025-07-01 22:35:21,SQL Injection,127.0.0.1,-,Payload=' OR 1=1 --
2025-07-01 22:35:22,SQL Injection,127.0.0.1,-,Payload=admin' --
2025-07-01 22:35:23,SQL Injection,127.0.0.1,-,Payload=' OR 'a'='a
2025-07-01 22:35:24,Fake Bot Traffic,127.0.0.1,-,Launched
2025-07-01 22:35:27,SYN Flood,127.0.0.1,135,Launched
2025-07-01 22:35:29,UDP Flood,127.0.0.1,135,Launched
2025-07-01 22:35:30,Slowloris,127.0.0.1,135,Launched
2025-07-01 22:35:31,Fake Bot Traffic,127.0.0.1,-,Launched
2025-07-01 22:35:32,SYN Flood,127.0.0.1,445,Launched
2025-07-01 22:35:33,UDP Flood,127.0.0.1,445,Launched
2025-07-01 22:35:34,Slowloris,127.0.0.1,445,Launched
2025-07-01 22:35:35,Fake Bot Traffic,127.0.0.1,-,Launched
