src_ip,dst_ip,protocol,is_anomaly
192.168.1.5,149.154.167.99,6,0
35.223.238.178,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,149.154.167.99,6,0
149.154.167.99,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,192.34.20.166,6,0
192.34.20.166,192.168.1.5,6,0
149.154.167.99,192.168.1.5,6,0
192.168.1.5,149.154.167.99,6,0
192.168.1.5,192.34.20.166,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
192.168.1.5,8.8.4.4,17,0
192.168.1.5,8.8.4.4,17,0
192.168.1.5,8.8.4.4,17,0
8.8.4.4,192.168.1.5,17,0
8.8.4.4,192.168.1.5,17,0
8.8.4.4,192.168.1.5,17,0
35.174.127.31,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
192.168.1.5,140.82.112.25,6,0
140.82.112.25,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,34.237.73.95,6,0
34.237.73.95,192.168.1.5,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.1,192.168.1.255,17,0
192.168.1.5,34.237.73.95,6,0
34.237.73.95,192.168.1.5,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,34.237.73.95,6,0
34.237.73.95,192.168.1.5,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,224.0.0.251,17,0
192.168.1.5,224.0.0.251,17,0
192.168.1.5,239.255.255.250,17,0
192.168.1.5,239.255.255.250,17,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,35.223.238.178,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
35.223.238.178,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.1,192.168.1.255,17,0
192.168.1.5,18.66.78.23,6,0
18.66.78.23,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,35.223.238.178,6,0
192.34.20.166,192.168.1.5,6,0
18.66.78.23,192.168.1.5,6,0
192.168.1.5,18.66.78.23,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,18.66.78.23,6,0
18.66.78.23,192.168.1.5,6,0
192.168.1.4,224.0.0.251,17,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
18.66.78.23,192.168.1.5,6,0
192.168.1.5,18.66.78.23,6,0
192.168.1.5,192.168.1.255,17,0
192.34.20.166,192.168.1.5,6,0
140.82.112.25,192.168.1.5,6,0
192.168.1.5,140.82.112.25,6,0
192.168.1.5,140.82.112.25,6,0
140.82.112.25,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
35.174.127.31,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
192.168.1.5,34.158.255.62,6,0
34.158.255.62,192.168.1.5,6,0
192.168.1.5,34.158.255.62,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,192.34.20.166,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.1,192.168.1.255,17,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,34.237.73.95,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,91.108.56.149,6,0
91.108.56.149,192.168.1.5,6,0
192.168.1.5,91.108.56.149,6,0
91.108.56.149,192.168.1.5,6,0
192.168.1.5,91.108.56.149,6,0
192.168.1.5,91.108.56.149,6,0
91.108.56.149,192.168.1.5,6,0
192.168.1.5,91.108.56.149,6,0
91.108.56.149,192.168.1.5,6,0
192.168.1.5,91.108.56.149,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.186.224.45,6,0
35.186.224.45,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
35.186.224.45,192.168.1.5,6,0
192.168.1.5,35.186.224.45,6,0
192.168.1.5,35.174.127.31,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.174.127.31,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
192.168.1.1,192.168.1.255,17,0
35.174.127.31,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,35.223.238.178,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
35.223.238.178,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,35.223.238.178,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,54.187.159.182,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
35.223.238.178,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,13.69.116.107,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,35.223.238.178,6,0
13.69.116.107,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
35.223.238.178,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,192.34.20.166,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
192.168.1.5,35.223.238.178,6,0
35.174.127.31,192.168.1.5,6,0
35.174.127.31,192.168.1.5,6,0
192.168.1.5,35.174.127.31,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,13.69.116.107,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,54.187.159.182,6,0
192.168.1.5,35.223.238.178,6,0
54.187.159.182,192.168.1.5,6,0
192.168.1.5,54.187.159.182,6,0
13.69.116.107,192.168.1.5,6,0
192.168.1.5,13.69.116.107,6,0
192.168.1.5,192.34.20.166,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.34.20.166,192.168.1.5,6,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
192.168.1.5,20.207.73.85,6,0
35.223.238.178,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
20.207.73.85,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.1,192.168.1.255,17,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,20.189.172.76,6,0
20.189.172.76,192.168.1.5,6,0
192.168.1.5,20.189.172.76,6,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
192.168.1.5,8.8.8.8,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
8.8.8.8,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,6,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,6,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,6,0
34.36.57.103,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,6,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.237.73.95,6,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,6,0
34.36.57.103,192.168.1.5,6,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,6,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,20.207.73.85,6,0
20.207.73.85,192.168.1.5,6,0
20.207.73.85,192.168.1.5,6,0
192.168.1.5,20.207.73.85,6,0
192.168.1.5,20.207.73.85,6,0
34.36.57.103,192.168.1.5,17,0
192.168.1.5,34.36.57.103,17,0
34.36.57.103,192.168.1.5,17,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
34.237.73.95,192.168.1.5,6,0
192.168.1.5,34.237.73.95,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.1,192.168.1.255,17,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,35.223.238.178,6,0
192.168.1.5,34.237.73.95,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
192.168.1.5,35.223.238.178,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
35.223.238.178,192.168.1.5,6,0
